Keyword,Min Monthly Volume,Max Monthly Volume,Relevancy,Monthly Volume,Search Intent,Difficulty,Last Updated,search_volume_level,difficulty_level
gym workout routines,4301.0,6500.0,0.2944946639394312,5018.0,commercial,49.0,2024-09-02,ideal,medium
best exercise to lose weight,4301.0,6500.0,0.28636530949113465,4434.0,informational,56.0,2024-08-28,ideal,medium
gym workout plan for beginners,2901.0,4300.0,0.28636530949113465,4005.0,informational,52.0,2024-08-24,ideal,medium
workout routines for beginners,2901.0,4300.0,0.2944946639394312,3346.0,informational,57.0,2024-08-24,ideal,medium
free workout plans,2901.0,4300.0,0.28636530949113465,3300.0,navigational,49.0,2024-08-28,ideal,medium
home exercises to lose weight,1701.0,2900.0,0.38025634430727023,2670.0,commercial,55.0,2024-08-31,ideal,medium
exercise to reduce belly fat for female at home,1701.0,2900.0,0.28636530949113465,2268.0,informational,60.0,2024-07-22,ideal,medium
beginner gym workout female,851.0,1700.0,0.28636530949113465,1450.0,commercial,39.0,2024-08-24,ideal,medium
best exercise to lose weight at home,851.0,1700.0,0.28636530949113465,1200.0,commercial,58.0,2024-08-31,ideal,medium
fitness coach,851.0,1700.0,0.28201753348377945,1145.0,navigational,40.0,2024-08-14,ideal,medium
list of exercises,851.0,1700.0,0.28636530949113465,981.0,informational,49.0,2024-08-27,ideal,medium
does stretching burn calories,501.0,850.0,0.28636530949113465,791.0,informational,40.0,2024-04-20,ideal,medium
at home workouts to lose weight,501.0,850.0,0.28636530949113465,664.0,commercial,54.0,2024-08-10,ideal,medium
weight loss workout plan for men,501.0,850.0,0.2944946639394312,660.0,informational,43.0,2024-08-23,ideal,medium
fat burning exercises for men,201.0,500.0,0.28636530949113465,492.0,informational,58.0,2024-07-23,backup,medium
how to lose body fat in a week,201.0,500.0,0.28636530949113465,470.0,informational,50.0,2024-08-25,backup,medium
weight loss workout plan for beginners,201.0,500.0,0.2944946639394312,444.0,informational,50.0,2024-08-23,backup,medium
weight loss gym routine female,201.0,500.0,0.2944946639394312,444.0,"informational,commercial",43.0,2024-07-31,backup,medium
exercise for beginners to lose weight,201.0,500.0,0.28636530949113465,436.0,informational,56.0,2024-06-24,backup,medium
best cardio for weight loss at home,201.0,500.0,0.28636530949113465,432.0,commercial,54.0,2024-08-27,backup,medium
best cardio for weight loss at the gym,201.0,500.0,0.28636530949113465,432.0,commercial,50.0,2024-08-18,backup,medium
workout for beginners at home female,201.0,500.0,0.28636530949113465,398.0,commercial,56.0,2024-09-01,backup,medium
exercise for weight loss at home for female,201.0,500.0,0.28636530949113465,369.0,commercial,60.0,2024-08-31,backup,medium
weight loss workout plan for the gym,201.0,500.0,0.28636530949113465,369.0,informational,47.0,2024-08-23,backup,medium
gym workout plan for weight loss beginners,201.0,500.0,0.2944946639394312,365.0,informational,47.0,2024-08-01,backup,medium
at home workout plan without equipment,201.0,500.0,0.28636530949113465,360.0,informational,58.0,2024-06-24,backup,medium
online personal training,2901.0,4300.0,0.935953255827653,3300.0,commercial,42.0,2024-08-07,ideal,medium
online personal trainer,2901.0,4300.0,0.8330260931587516,3300.0,commercial,42.0,2024-08-02,ideal,medium
online fitness coach,851.0,1700.0,0.8261909357368027,950.0,informational,47.0,2024-08-07,ideal,medium
virtual personal trainer,501.0,850.0,0.9569730041496122,784.0,commercial,38.0,2024-08-07,ideal,medium
online personal trainers,501.0,850.0,0.9418050382479836,546.0,commercial,42.0,2024-08-07,ideal,medium
personal trainers for hire,501.0,850.0,0.8182147607741144,510.0,transactional,47.0,2024-08-09,ideal,medium
fitness coach,851.0,1700.0,0.7399047133804696,1145.0,navigational,41.0,2024-08-12,ideal,medium
find a personal trainer,501.0,850.0,0.6674334577942727,660.0,transactional,48.0,2024-06-30,ideal,medium
personal trainer online,201.0,500.0,0.6298425313042719,436.0,commercial,48.0,2024-07-21,backup,medium
online trainer,201.0,500.0,0.6313500308003462,407.0,commercial,46.0,2023-10-02,backup,medium
personal training online,201.0,500.0,0.629575139335739,371.0,commercial,51.0,2023-10-02,backup,medium
personal trainer for weight loss,501.0,850.0,0.4892295099651162,513.0,informational,26.0,2024-01-05,ideal,easy
personal trainer near me,30301.0,70800.0,0.3851717546891413,55766.0,transactional,44.0,2024-08-09,ideal,medium
personal trainer,30301.0,70800.0,0.3891289191295673,45250.0,informational,49.0,2024-08-12,ideal,medium
personal trainer certification,11501.0,30300.0,0.2659486500225821,13734.0,informational,54.0,2024-07-28,ideal,medium
trainerize,6501.0,9300.0,0.2675125437844642,9050.0,navigational,57.0,2024-05-13,ideal,medium
personal trainer salary,4301.0,6500.0,0.2659486500225821,4950.0,informational,49.0,2024-06-16,ideal,medium
trainers near me,2901.0,4300.0,0.2670375031592228,4050.0,transactional,48.0,2024-04-12,ideal,medium
nutrition coach,1701.0,2900.0,0.2667584476076134,2670.0,informational,45.0,2024-06-10,ideal,medium
online personal training certification,1701.0,2900.0,0.27928023982676065,1825.0,"informational,transactional",50.0,2024-07-01,ideal,medium
online nutritionist,851.0,1700.0,0.2722537475897281,1435.0,informational,37.0,2024-04-15,ideal,medium
weight loss coach,851.0,1700.0,0.2661557203612348,1216.0,informational,35.0,2024-04-10,ideal,medium
at home personal trainer,851.0,1700.0,0.2661557203612348,1216.0,transactional,33.0,2023-06-27,ideal,medium
coach online,851.0,1700.0,0.2669494369322042,1200.0,navigational,53.0,2024-07-25,ideal,medium
personal trainer app,851.0,1700.0,0.2659486500225821,966.0,commercial,49.0,2024-07-30,ideal,medium
trainerize app,851.0,1700.0,0.26586946679253515,855.0,navigational,56.0,2024-05-13,ideal,medium
virtual trainer,501.0,850.0,0.2679250390839884,800.0,commercial,44.0,2023-10-02,ideal,medium
trainerize login,501.0,850.0,0.2657515893385956,771.0,navigational,36.0,2024-05-13,ideal,medium
how to find a personal trainer,501.0,850.0,0.2915774741325991,660.0,informational,45.0,2024-06-16,ideal,medium
find personal trainer,501.0,850.0,0.2949278740757154,650.0,transactional,47.0,2023-10-02,ideal,medium
online coaching,501.0,850.0,0.27928023982676065,650.0,informational,38.0,2024-07-13,ideal,medium
fitness websites,501.0,850.0,0.2722537475897281,650.0,commercial,54.0,2024-06-07,ideal,medium
online coach,501.0,850.0,0.26904231575562965,650.0,navigational,47.0,2024-06-04,ideal,medium
finding a personal trainer,501.0,850.0,0.26651716652938146,650.0,informational,52.0,2023-07-19,ideal,medium
best personal trainer,501.0,850.0,0.26651716652938146,650.0,commercial,35.0,2024-03-04,ideal,medium
online fitness programs,501.0,850.0,0.2659486500225821,650.0,commercial,46.0,2024-07-31,ideal,medium
in home personal trainer near me,201.0,500.0,0.2823167932221893,500.0,transactional,32.0,2024-08-09,ideal,medium
online nutritionist coach,201.0,500.0,0.2663986379558368,500.0,commercial,43.0,2023-10-02,ideal,medium
online nutrition coach,201.0,500.0,0.2663132196604949,500.0,commercial,36.0,2024-03-28,ideal,medium
nutrition coach online,201.0,500.0,0.26621670427507604,444.0,commercial,35.0,2024-04-12,backup,medium
weight loss trainer,201.0,500.0,0.3854837926732449,406.0,commercial,50.0,2023-09-30,backup,medium
how much is a personal trainer at la fitness,201.0,500.0,0.2659486500225821,365.0,informational,47.0,2024-06-26,backup,medium
private trainer near me,201.0,500.0,0.2951639909401493,334.0,transactional,49.0,2023-10-02,backup,medium
how to get more energy,2901.0,4300.0,0.2677769938800061,3264.0,informational,54.0,2024-07-26,ideal,medium
how to have more energy,1701.0,2900.0,0.2676616602288841,2700.0,informational,54.0,2024-08-02,ideal,medium
how to get energy,1701.0,2900.0,0.2674071568646628,1825.0,informational,56.0,2024-07-22,ideal,medium
how to boost energy when tired,851.0,1700.0,0.2669261197942968,950.0,informational,57.0,2024-08-01,ideal,medium
how to get energy fast,501.0,850.0,0.2668113981088774,825.0,informational,58.0,2024-07-26,ideal,medium
ways to boost energy,201.0,500.0,0.2662442684031505,440.0,informational,59.0,2024-07-26,backup,medium
treadmill,118001.0,300000.0,0.005317853753041765,152553.0,commercial,53.0,2024-08-11,ideal,medium
tiring,11501.0,30300.0,0.005317853753041765,11605.0,informational,49.0,2024-06-25,ideal,medium
couch potato,6501.0,9300.0,0.004923938660223855,9176.0,informational,46.0,2023-12-10,ideal,medium
bad habit,6501.0,9300.0,0.005022417433428334,7609.0,informational,52.0,2024-06-30,ideal,medium
gym motivation quotes,851.0,1700.0,0.00739266934658929,1273.0,informational,41.0,2024-07-19,ideal,medium
bad mood,851.0,1700.0,0.0051208962066328105,950.0,informational,43.0,2024-07-10,ideal,medium
alone time,501.0,850.0,0.004923938660223855,810.0,informational,55.0,2024-07-05,ideal,medium
busy day,501.0,850.0,0.005022417433428334,800.0,informational,39.0,2024-04-26,ideal,medium
weight loss workout plan for men,501.0,850.0,0.9142739964802924,660.0,informational,43.0,2024-08-23,ideal,medium
fat burning workout for men,501.0,850.0,0.8140451013951133,650.0,commercial,56.0,2024-07-23,ideal,medium
gym workout plan,1701.0,2900.0,0.6736217020739963,1825.0,commercial,56.0,2024-08-24,ideal,medium
strength training program pdf,501.0,850.0,0.7273031491134268,800.0,informational,42.0,2024-03-10,ideal,medium
what exercise burns the most belly fat?,851.0,1700.0,0.457301409153261,907.0,informational,56.0,2024-09-01,ideal,medium
weight loss workout plan for beginners,201.0,500.0,0.4792109971012074,444.0,informational,50.0,2024-08-23,backup,medium
gym near me,300001.0,1508000.0,0.27928023982676065,760108.0,transactional,54.0,2024-08-29,ideal,medium
gym workout,6501.0,9300.0,0.2678299739975786,7400.0,informational,53.0,2024-08-24,ideal,medium
the camp transformation center,4301.0,6500.0,0.27928023982676065,5310.0,transactional,49.0,2023-09-12,ideal,medium
gym workout routines,4301.0,6500.0,0.2676158468054017,5018.0,commercial,49.0,2024-09-02,ideal,medium
gym workout routine,4301.0,6500.0,0.2676158468054017,5018.0,"informational,commercial",56.0,2024-07-21,ideal,medium
workout plan for men,2901.0,4300.0,0.27928023982676065,4173.0,commercial,54.0,2024-08-25,ideal,medium
workouts for women,2901.0,4300.0,0.26749839293361666,4106.0,commercial,49.0,2024-08-25,ideal,medium
weight loss workout plan,2901.0,4300.0,0.26749839293361666,4106.0,informational,48.0,2024-08-23,ideal,medium
workout plans for women,2901.0,4300.0,0.26749016923461805,4050.0,commercial,46.0,2024-08-24,ideal,medium
workout plan for women,2901.0,4300.0,0.2673836389725511,3402.0,commercial,44.0,2024-08-24,ideal,medium
workout programs,2901.0,4300.0,0.267373288365409,3346.0,transactional,48.0,2024-09-02,ideal,medium
workout program,2901.0,4300.0,0.267373288365409,3346.0,commercial,57.0,2024-07-07,ideal,medium
workout routines for women,1701.0,2900.0,0.2672558528310817,2783.0,commercial,48.0,2024-08-16,ideal,medium
workout routine for women,1701.0,2900.0,0.2672558528310817,2783.0,commercial,46.0,2024-08-23,ideal,medium
gym workouts for women,1701.0,2900.0,0.2672360952577004,2700.0,informational,53.0,2023-07-15,ideal,medium
muscle building workout,1701.0,2900.0,0.2670989018112346,2200.0,commercial,51.0,2024-07-31,ideal,medium
gym workouts,1701.0,2900.0,0.2670033944457025,1919.0,commercial,57.0,2024-07-07,ideal,medium
workout routine for weight loss,1701.0,2900.0,0.2669680410217156,1825.0,informational,52.0,2024-05-26,ideal,medium
workout in the gym for women,1701.0,2900.0,0.2669680410217156,1825.0,informational,47.0,2024-01-07,ideal,medium
bodybuilding program,1701.0,2900.0,0.2669581577649251,1800.0,commercial,43.0,2024-07-31,ideal,medium
strength training program,1701.0,2900.0,0.2659486500225821,1800.0,commercial,55.0,2024-07-26,ideal,medium
free weight loss programs,1701.0,2900.0,0.2669497242671826,1779.0,commercial,60.0,2024-08-29,ideal,medium
workout schedule for women,851.0,1700.0,0.2667989950734699,1450.0,informational,50.0,2023-09-25,ideal,medium
beginner gym workout female,851.0,1700.0,0.2667989950734699,1450.0,commercial,39.0,2024-08-24,ideal,medium
strength training workout plan,851.0,1700.0,0.2666632778311596,1216.0,commercial,51.0,2024-07-26,ideal,medium
gym routines,851.0,1700.0,0.2666528290729033,1200.0,commercial,55.0,2024-02-20,ideal,medium
gym routine for weight loss,851.0,1700.0,0.26664287486277904,1185.0,commercial,53.0,2024-07-24,ideal,medium
workout for women,851.0,1700.0,0.2665848089996135,1103.0,commercial,58.0,2024-08-25,ideal,medium
gym workout routines for women,851.0,1700.0,0.2664628469563323,950.0,commercial,40.0,2024-08-24,ideal,medium
gym workout chart,851.0,1700.0,0.2664467976136989,932.0,commercial,55.0,2024-08-24,ideal,medium
women workout plan,851.0,1700.0,0.26639719406417833,880.0,commercial,46.0,2024-08-25,ideal,medium
free workout programs,501.0,850.0,0.2663426443357509,825.0,informational,50.0,2024-08-24,ideal,medium
workout plan for women's weight loss,501.0,850.0,0.2663158501420074,800.0,informational,42.0,2024-08-01,ideal,medium
free workout,501.0,850.0,0.2663158501420074,800.0,navigational,57.0,2024-07-31,ideal,medium
best workout programs,501.0,850.0,0.2663158501420074,800.0,commercial,51.0,2024-07-15,ideal,medium
how long does it take to see results from working out 5 days a week,501.0,850.0,0.2722537475897281,638.0,informational,50.0,2024-09-03,ideal,medium
workout plans for weight loss,501.0,850.0,0.26605161948069816,598.0,informational,51.0,2024-06-22,ideal,medium
weight loss workout plans,501.0,850.0,0.26603083216738355,585.0,informational,51.0,2024-06-22,ideal,medium
gym training,501.0,850.0,0.2659874460723175,559.0,navigational,59.0,2024-08-09,ideal,medium
fat burning exercises for men,201.0,500.0,0.26586273093657725,492.0,informational,58.0,2024-07-23,backup,medium
weight loss gym routine female,201.0,500.0,0.2657592605979095,444.0,"informational,commercial",43.0,2024-07-31,backup,medium
strength program,201.0,500.0,0.2657592605979095,444.0,"informational,commercial",47.0,2024-03-10,backup,medium
fat loss workout plan,201.0,500.0,0.2657592605979095,444.0,informational,51.0,2024-06-22,backup,medium
best online workout programs,201.0,500.0,0.2657592605979095,444.0,commercial,54.0,2024-07-31,backup,medium
diet and workout plan,201.0,500.0,0.2657499977824491,440.0,commercial,51.0,2024-08-27,backup,medium
strength workout plan,201.0,500.0,0.26574062682116384,436.0,commercial,53.0,2024-03-10,backup,medium
workout routines for weight loss,201.0,500.0,0.2656022451523751,383.0,commercial,57.0,2024-03-10,backup,medium
gym workout plan for weight loss,201.0,500.0,0.2655651504172972,369.0,commercial,49.0,2024-03-26,backup,medium
workout plan generator,201.0,500.0,0.27928023982676065,365.0,commercial,35.0,2024-08-25,backup,medium
gym workout schedule,201.0,500.0,0.26554745933177,363.0,commercial,56.0,2024-07-15,backup,medium
weight loss workout program,201.0,500.0,0.26553847234721323,360.0,commercial,51.0,2024-06-22,backup,medium
strength training program for women,201.0,500.0,0.26553847234721323,360.0,commercial,44.0,2024-08-12,backup,medium
gym programs,201.0,500.0,0.26553847234721323,360.0,commercial,55.0,2024-03-10,backup,medium
gym program,201.0,500.0,0.26553847234721323,360.0,commercial,55.0,2024-03-10,backup,medium
free workout plans for women,201.0,500.0,0.26553847234721323,360.0,commercial,46.0,2024-04-26,backup,medium
women workouts,201.0,500.0,0.2655324273992598,358.0,informational,59.0,2023-08-23,backup,medium
gym schedule for women,201.0,500.0,0.2655651504172972,346.0,commercial,52.0,2024-08-10,backup,medium
strength training workout for women,201.0,500.0,0.2656536434649205,314.0,commercial,46.0,2023-12-04,backup,medium
weight loss pills,30301.0,70800.0,0.8326436310227864,67500.0,informational,58.0,2024-08-10,ideal,medium
weight loss calculator,30301.0,70800.0,0.8258565165041284,45250.0,informational,55.0,2024-08-06,ideal,medium
weight loss clinic,11501.0,30300.0,0.8258565165041284,13550.0,transactional,42.0,2024-08-06,ideal,medium
weight loss shakes,4301.0,6500.0,0.8190694019854703,6050.0,commercial,35.0,2024-08-11,ideal,medium
how to lose weight fast without exercise,4301.0,6500.0,0.8326436310227864,5983.0,informational,54.0,2024-08-09,ideal,medium
how to lose weight without exercise,4301.0,6500.0,0.8258565165041284,4950.0,informational,51.0,2024-08-10,ideal,medium
how to lose weight overnight,851.0,1700.0,0.8061526370071487,1262.0,informational,54.0,2024-07-08,ideal,medium
how to lose weight in 10 days,201.0,500.0,0.8258565165041284,444.0,informational,59.0,2024-08-01,backup,medium
how to get skinny,4301.0,6500.0,0.668895790198912,5018.0,informational,56.0,2024-08-12,ideal,medium
lose weight in 2 weeks,1701.0,2900.0,0.7541079473560455,2200.0,informational,57.0,2024-07-14,ideal,medium
weight loss diet plan for men,501.0,850.0,0.667267189885157,810.0,commercial,57.0,2024-08-12,ideal,medium
how to lose weight in 30 days at home,201.0,500.0,0.7245122596226783,457.0,informational,60.0,2024-08-06,backup,medium
weight loss programs near me,1701.0,2900.0,0.4941208870222576,2737.0,transactional,48.0,2024-07-31,ideal,medium
how to lose 2 pounds a week,1701.0,2900.0,0.5993339572927597,1856.0,informational,48.0,2024-08-06,ideal,medium
what exercise burns the most belly fat?,851.0,1700.0,0.4495369891274706,907.0,informational,57.0,2024-08-12,ideal,medium
what is the safest form of weight loss surgery?,201.0,500.0,0.4403961264999289,483.0,informational,38.0,2024-07-14,backup,medium
how to lose weight fast for kids,201.0,500.0,0.5584140405339542,371.0,informational,58.0,2024-07-18,backup,medium
is it realistic to lose 10 pounds in a month?,201.0,500.0,0.4495369891274706,346.0,informational,45.0,2024-08-12,backup,medium
weight loss nutritionist,201.0,500.0,0.5755332075212536,310.0,informational,35.0,2024-08-06,backup,medium
how to lose weight fast for men,201.0,500.0,0.5733803406139517,308.0,informational,58.0,2024-08-12,backup,medium
7 day diet plan for weight loss,4301.0,6500.0,0.38025634430727023,6050.0,informational,46.0,2024-08-05,ideal,medium
fat loss diet plan for female,201.0,500.0,0.38025634430727023,365.0,informational,51.0,2024-08-11,backup,medium
exhausted,70801.0,118000.0,0.8247137040048729,83603.0,informational,59.0,2024-08-09,ideal,medium
why am i so tired,11501.0,30300.0,0.9679572089759334,30250.0,informational,57.0,2024-08-03,ideal,medium
why am i always tired,11501.0,30300.0,1.0,20526.0,informational,56.0,2024-07-20,ideal,medium
why am i so tired all the time,9301.0,11500.0,0.8965660434278859,10975.0,informational,56.0,2024-07-20,ideal,medium
why am i tired all the time,6501.0,9300.0,0.8964029354885807,7400.0,informational,56.0,2024-07-20,ideal,medium
symptoms of exhaustion,6501.0,9300.0,0.8163075194656451,7318.0,informational,59.0,2024-06-23,ideal,medium
why am i always so tired,2901.0,4300.0,0.9124740080603072,3300.0,informational,57.0,2024-07-20,ideal,medium
why am i so sleepy,2901.0,4300.0,0.8691161819439169,3300.0,informational,55.0,2024-07-20,ideal,medium
how to get more energy,2901.0,4300.0,0.8135948453448976,3264.0,informational,54.0,2024-07-26,ideal,medium
signs of exhaustion,1701.0,2900.0,0.8128804940701104,2176.0,informational,51.0,2023-07-05,ideal,medium
how to get energy,1701.0,2900.0,0.8222069786822349,1825.0,informational,56.0,2024-07-22,ideal,medium
how to not be tired,1701.0,2900.0,0.8125237180240309,1800.0,informational,45.0,2024-06-23,ideal,medium
what could be the cause of daily headaches?,851.0,1700.0,0.8495155945495189,1548.0,informational,54.0,2024-08-02,ideal,medium
how to stop feeling tired,851.0,1700.0,0.954388140265463,1435.0,informational,46.0,2024-04-08,ideal,medium
why am i so tired in the morning,851.0,1700.0,0.8219748437425979,1435.0,informational,54.0,2024-07-20,ideal,medium
lethargic symptoms,851.0,1700.0,0.8218072440727265,1216.0,informational,59.0,2024-06-23,ideal,medium
sudden episodes of extreme fatigue,851.0,1700.0,0.8296146723618759,1200.0,informational,60.0,2024-06-23,ideal,medium
why am i always tired and cold,851.0,1700.0,0.9790663199955276,961.0,informational,50.0,2024-07-20,ideal,medium
how to get energy fast,501.0,850.0,0.8108794106102666,825.0,informational,58.0,2024-07-26,ideal,medium
feeling nauseous and tired all the time,501.0,850.0,0.8213396008333972,791.0,informational,43.0,2023-10-25,ideal,medium
40 year old male tired all the time,501.0,850.0,0.8223898867814783,717.0,informational,57.0,2024-07-20,ideal,medium
50 year old male always tired,501.0,850.0,0.8713514070533345,704.0,informational,53.0,2024-06-23,ideal,medium
waking up tired and no energy,501.0,850.0,0.8223216855347281,679.0,informational,52.0,2024-06-23,ideal,medium
how to not feel tired,501.0,850.0,0.8103112974921085,650.0,informational,49.0,2024-06-23,ideal,medium
always sleepy no matter how much sleep i get,501.0,850.0,0.957503275804966,559.0,informational,51.0,2024-06-23,ideal,medium
why am i so tired lately female,501.0,850.0,0.9546787275217148,519.0,informational,49.0,2024-07-20,ideal,medium
lethargy vs fatigue,201.0,500.0,0.8220526126117413,500.0,informational,51.0,2024-06-23,ideal,medium
how to get rid of tiredness instantly,201.0,500.0,0.8207819660055451,500.0,informational,59.0,2024-07-20,ideal,medium
low energy levels in females,201.0,500.0,0.8208074385171027,490.0,informational,44.0,2024-06-23,backup,medium
what can cause mental confusion?,201.0,500.0,0.8176023904268713,470.0,informational,59.0,2024-08-10,backup,medium
why am i so tired quiz,201.0,500.0,0.9600831174027032,463.0,informational,35.0,2024-07-20,backup,medium
sudden fatigue attack,201.0,500.0,0.8094403080124272,463.0,informational,60.0,2024-06-23,backup,medium
why am i always tired and sleepy,201.0,500.0,0.9646373310418412,403.0,informational,60.0,2024-07-20,backup,medium
60 year old male always tired,201.0,500.0,0.8699515639467001,358.0,informational,45.0,2024-06-23,backup,medium
why am i sleeping so much all of a sudden,1701.0,2900.0,0.6017308233945204,2231.0,informational,40.0,2024-07-20,ideal,medium
overwhelming tiredness after eating,201.0,500.0,0.7326221662666031,444.0,informational,54.0,2024-06-25,backup,medium
why do i sleep so much and still feel tired,201.0,500.0,0.7592355550509727,334.0,informational,53.0,2024-07-20,backup,medium
why am i always cold,9301.0,11500.0,0.5513794142740511,10161.0,informational,59.0,2024-02-20,ideal,medium
fatigue synonym,1701.0,2900.0,0.4615064629799179,1779.0,informational,49.0,2024-08-01,ideal,medium
what are the 4 signs of an impending heart attack?,851.0,1700.0,0.457301409153261,1173.0,informational,56.0,2024-08-09,ideal,medium
what does a mini heart attack feel like?,501.0,850.0,0.4403961264999289,758.0,informational,59.0,2024-07-27,ideal,medium
what is the first sign of strep throat?,501.0,850.0,0.4403961264999289,611.0,informational,59.0,2024-07-14,ideal,medium
what kills a sore throat fast?,501.0,850.0,0.4403961264999289,559.0,informational,49.0,2024-07-21,ideal,medium
what are the first signs of fibromyalgia?,501.0,850.0,0.457301409153261,546.0,informational,55.0,2024-07-29,ideal,medium
how do you know if dizziness is serious?,501.0,850.0,0.4403961264999289,521.0,informational,59.0,2024-07-21,ideal,medium
what is the first sign of throat cancer?,201.0,500.0,0.4403961264999289,387.0,informational,58.0,2024-08-02,backup,medium
